tx_id	g_id	g_name	g_biotype	t_name	t_biotype
ENST00000579422	ENSG00000099810	MTAP	protein_coding	MTAP-206	protein_coding_CDS_not_defined
ENST00000427788	ENSG00000099810	MTAP	protein_coding	MTAP-202	protein_coding
ENST00000577563	ENSG00000099810	MTAP	protein_coding	MTAP-205	protein_coding
ENST00000584988	ENSG00000099810	MTAP	protein_coding	MTAP-211	protein_coding_CDS_not_defined
ENST00000581962	ENSG00000099810	MTAP	protein_coding	MTAP-210	retained_intron
ENST00000484957	ENSG00000099810	MTAP	protein_coding	MTAP-204	protein_coding_CDS_not_defined
ENST00000616982	ENSG00000099810	MTAP	protein_coding	MTAP-212	retained_intron
ENST00000675896	ENSG00000087053	MTMR2	protein_coding	MTMR2-243	nonsense_mediated_decay
ENST00000346299	ENSG00000087053	MTMR2	protein_coding	MTMR2-201	protein_coding
ENST00000674610	ENSG00000087053	MTMR2	protein_coding	MTMR2-214	protein_coding
ENST00000675660	ENSG00000087053	MTMR2	protein_coding	MTMR2-239	protein_coding
ENST00000675413	ENSG00000087053	MTMR2	protein_coding	MTMR2-231	retained_intron
ENST00000675933	ENSG00000087053	MTMR2	protein_coding	MTMR2-246	protein_coding
ENST00000675034	ENSG00000087053	MTMR2	protein_coding	MTMR2-224	retained_intron
ENST00000676393	ENSG00000087053	MTMR2	protein_coding	MTMR2-258	retained_intron
ENST00000674901	ENSG00000087053	MTMR2	protein_coding	MTMR2-215	retained_intron
ENST00000675237	ENSG00000087053	MTMR2	protein_coding	MTMR2-227	retained_intron
ENST00000674528	ENSG00000087053	MTMR2	protein_coding	MTMR2-213	protein_coding
ENST00000675477	ENSG00000087053	MTMR2	protein_coding	MTMR2-234	protein_coding
ENST00000675636	ENSG00000087053	MTMR2	protein_coding	MTMR2-237	protein_coding
ENST00000676378	ENSG00000087053	MTMR2	protein_coding	MTMR2-256	protein_coding
ENST00000675288	ENSG00000087053	MTMR2	protein_coding	MTMR2-228	protein_coding
ENST00000674968	ENSG00000087053	MTMR2	protein_coding	MTMR2-218	protein_coding
ENST00000675454	ENSG00000087053	MTMR2	protein_coding	MTMR2-233	protein_coding
ENST00000675981	ENSG00000087053	MTMR2	protein_coding	MTMR2-248	protein_coding
ENST00000674924	ENSG00000087053	MTMR2	protein_coding	MTMR2-216	protein_coding
ENST00000676166	ENSG00000087053	MTMR2	protein_coding	MTMR2-251	protein_coding
ENST00000676440	ENSG00000087053	MTMR2	protein_coding	MTMR2-260	protein_coding
ENST00000675957	ENSG00000087053	MTMR2	protein_coding	MTMR2-247	retained_intron
ENST00000675196	ENSG00000087053	MTMR2	protein_coding	MTMR2-226	protein_coding
ENST00000676027	ENSG00000087053	MTMR2	protein_coding	MTMR2-249	protein_coding
ENST00000676432	ENSG00000087053	MTMR2	protein_coding	MTMR2-259	retained_intron
ENST00000675767	ENSG00000087053	MTMR2	protein_coding	MTMR2-240	retained_intron
ENST00000675024	ENSG00000087053	MTMR2	protein_coding	MTMR2-222	retained_intron
ENST00000676272	ENSG00000087053	MTMR2	protein_coding	MTMR2-255	protein_coding
ENST00000675910	ENSG00000087053	MTMR2	protein_coding	MTMR2-244	nonsense_mediated_decay
ENST00000393223	ENSG00000087053	MTMR2	protein_coding	MTMR2-203	protein_coding
ENST00000676177	ENSG00000087053	MTMR2	protein_coding	MTMR2-252	nonsense_mediated_decay
ENST00000675022	ENSG00000087053	MTMR2	protein_coding	MTMR2-221	protein_coding
ENST00000675362	ENSG00000087053	MTMR2	protein_coding	MTMR2-230	protein_coding
ENST00000674974	ENSG00000087053	MTMR2	protein_coding	MTMR2-219	nonsense_mediated_decay
ENST00000675320	ENSG00000087053	MTMR2	protein_coding	MTMR2-229	nonsense_mediated_decay
ENST00000675174	ENSG00000087053	MTMR2	protein_coding	MTMR2-225	protein_coding
ENST00000674950	ENSG00000087053	MTMR2	protein_coding	MTMR2-217	nonsense_mediated_decay
ENST00000674989	ENSG00000087053	MTMR2	protein_coding	MTMR2-220	protein_coding
ENST00000675030	ENSG00000087053	MTMR2	protein_coding	MTMR2-223	nonsense_mediated_decay
ENST00000676388	ENSG00000087053	MTMR2	protein_coding	MTMR2-257	nonsense_mediated_decay
ENST00000675848	ENSG00000087053	MTMR2	protein_coding	MTMR2-242	protein_coding
ENST00000675652	ENSG00000087053	MTMR2	protein_coding	MTMR2-238	protein_coding
ENST00000676146	ENSG00000087053	MTMR2	protein_coding	MTMR2-250	nonsense_mediated_decay
ENST00000675922	ENSG00000087053	MTMR2	protein_coding	MTMR2-245	nonsense_mediated_decay
ENST00000676268	ENSG00000087053	MTMR2	protein_coding	MTMR2-254	nonsense_mediated_decay
ENST00000675495	ENSG00000087053	MTMR2	protein_coding	MTMR2-236	retained_intron
ENST00000409459	ENSG00000087053	MTMR2	protein_coding	MTMR2-204	protein_coding
ENST00000675438	ENSG00000087053	MTMR2	protein_coding	MTMR2-232	protein_coding
ENST00000675807	ENSG00000087053	MTMR2	protein_coding	MTMR2-241	protein_coding
ENST00000352297	ENSG00000087053	MTMR2	protein_coding	MTMR2-202	protein_coding
ENST00000675489	ENSG00000087053	MTMR2	protein_coding	MTMR2-235	protein_coding
ENST00000676261	ENSG00000087053	MTMR2	protein_coding	MTMR2-253	protein_coding
ENST00000444541	ENSG00000087053	MTMR2	protein_coding	MTMR2-205	protein_coding
ENST00000497683	ENSG00000087053	MTMR2	protein_coding	MTMR2-212	protein_coding
ENST00000470293	ENSG00000087053	MTMR2	protein_coding	MTMR2-207	protein_coding
ENST00000484818	ENSG00000087053	MTMR2	protein_coding	MTMR2-209	protein_coding
ENST00000495134	ENSG00000087053	MTMR2	protein_coding	MTMR2-211	protein_coding
ENST00000481642	ENSG00000087053	MTMR2	protein_coding	MTMR2-208	protein_coding
ENST00000470011	ENSG00000087053	MTMR2	protein_coding	MTMR2-206	protein_coding_CDS_not_defined
ENST00000485988	ENSG00000087053	MTMR2	protein_coding	MTMR2-210	protein_coding_CDS_not_defined
ENST00000257068	ENSG00000134640	MTNR1B	protein_coding	MTNR1B-201	protein_coding
ENST00000532482	ENSG00000134640	MTNR1B	protein_coding	MTNR1B-203	nonsense_mediated_decay
ENST00000528076	ENSG00000134640	MTNR1B	protein_coding	MTNR1B-202	protein_coding
ENST00000278823	ENSG00000149480	MTA2	protein_coding	MTA2-201	protein_coding
ENST00000524902	ENSG00000149480	MTA2	protein_coding	MTA2-202	protein_coding
ENST00000527204	ENSG00000149480	MTA2	protein_coding	MTA2-204	protein_coding
ENST00000531179	ENSG00000149480	MTA2	protein_coding	MTA2-205	retained_intron
ENST00000531261	ENSG00000149480	MTA2	protein_coding	MTA2-206	retained_intron
ENST00000526844	ENSG00000149480	MTA2	protein_coding	MTA2-203	retained_intron
ENST00000532239	ENSG00000149480	MTA2	protein_coding	MTA2-207	retained_intron
ENST00000539759	ENSG00000109919	MTCH2	protein_coding	MTCH2-206	protein_coding_CDS_not_defined
ENST00000302503	ENSG00000109919	MTCH2	protein_coding	MTCH2-201	protein_coding
ENST00000534074	ENSG00000109919	MTCH2	protein_coding	MTCH2-205	retained_intron
ENST00000533571	ENSG00000109919	MTCH2	protein_coding	MTCH2-204	protein_coding_CDS_not_defined
ENST00000530428	ENSG00000109919	MTCH2	protein_coding	MTCH2-203	protein_coding
ENST00000525649	ENSG00000109919	MTCH2	protein_coding	MTCH2-202	protein_coding_CDS_not_defined
ENST00000477902	ENSG00000148824	MTG1	protein_coding	MTG1-205	protein_coding
ENST00000317502	ENSG00000148824	MTG1	protein_coding	MTG1-201	protein_coding
ENST00000432508	ENSG00000148824	MTG1	protein_coding	MTG1-202	protein_coding
ENST00000460848	ENSG00000148824	MTG1	protein_coding	MTG1-203	retained_intron
ENST00000495014	ENSG00000148824	MTG1	protein_coding	MTG1-207	retained_intron
ENST00000498790	ENSG00000148824	MTG1	protein_coding	MTG1-208	retained_intron
ENST00000473735	ENSG00000148824	MTG1	protein_coding	MTG1-204	retained_intron
ENST00000492266	ENSG00000148824	MTG1	protein_coding	MTG1-206	retained_intron
ENST00000263063	ENSG00000107951	MTPAP	protein_coding	MTPAP-201	protein_coding
ENST00000488290	ENSG00000107951	MTPAP	protein_coding	MTPAP-205	protein_coding_CDS_not_defined
ENST00000417581	ENSG00000107951	MTPAP	protein_coding	MTPAP-202	protein_coding
ENST00000421701	ENSG00000107951	MTPAP	protein_coding	MTPAP-203	protein_coding
ENST00000471055	ENSG00000107951	MTPAP	protein_coding	MTPAP-204	protein_coding_CDS_not_defined
ENST00000425637	ENSG00000130921	MTRFR	protein_coding	MTRFR-203	nonsense_mediated_decay
ENST00000538888	ENSG00000130921	MTRFR	protein_coding	MTRFR-206	nonsense_mediated_decay
ENST00000680325	ENSG00000130921	MTRFR	protein_coding	MTRFR-210	nonsense_mediated_decay
ENST00000253233	ENSG00000130921	MTRFR	protein_coding	MTRFR-201	protein_coding
ENST00000366329	ENSG00000130921	MTRFR	protein_coding	MTRFR-202	protein_coding
ENST00000546132	ENSG00000130921	MTRFR	protein_coding	MTRFR-208	protein_coding
ENST00000536130	ENSG00000130921	MTRFR	protein_coding	MTRFR-205	protein_coding
ENST00000679849	ENSG00000130921	MTRFR	protein_coding	MTRFR-209	protein_coding
ENST00000543139	ENSG00000130921	MTRFR	protein_coding	MTRFR-207	protein_coding
ENST00000429587	ENSG00000130921	MTRFR	protein_coding	MTRFR-204	protein_coding
ENST00000713581	ENSG00000120832	MTERF2	protein_coding	MTERF2-208	protein_coding
ENST00000240050	ENSG00000120832	MTERF2	protein_coding	MTERF2-201	protein_coding
ENST00000392830	ENSG00000120832	MTERF2	protein_coding	MTERF2-202	protein_coding
ENST00000552029	ENSG00000120832	MTERF2	protein_coding	MTERF2-207	protein_coding
ENST00000548101	ENSG00000120832	MTERF2	protein_coding	MTERF2-204	protein_coding
ENST00000550736	ENSG00000120832	MTERF2	protein_coding	MTERF2-206	protein_coding
ENST00000550496	ENSG00000120832	MTERF2	protein_coding	MTERF2-205	protein_coding
ENST00000547115	ENSG00000120832	MTERF2	protein_coding	MTERF2-203	protein_coding_CDS_not_defined
ENST00000379480	ENSG00000120662	MTRF1	protein_coding	MTRF1-203	protein_coding
ENST00000473492	ENSG00000120662	MTRF1	protein_coding	MTRF1-206	protein_coding_CDS_not_defined
ENST00000379477	ENSG00000120662	MTRF1	protein_coding	MTRF1-202	protein_coding
ENST00000239852	ENSG00000120662	MTRF1	protein_coding	MTRF1-201	nonsense_mediated_decay
ENST00000480434	ENSG00000120662	MTRF1	protein_coding	MTRF1-207	protein_coding
ENST00000452359	ENSG00000120662	MTRF1	protein_coding	MTRF1-205	protein_coding
ENST00000497679	ENSG00000120662	MTRF1	protein_coding	MTRF1-209	nonsense_mediated_decay
ENST00000430347	ENSG00000120662	MTRF1	protein_coding	MTRF1-204	protein_coding
ENST00000492827	ENSG00000120662	MTRF1	protein_coding	MTRF1-208	protein_coding_CDS_not_defined
ENST00000498245	ENSG00000120662	MTRF1	protein_coding	MTRF1-210	protein_coding_CDS_not_defined
ENST00000381116	ENSG00000122033	MTIF3	protein_coding	MTIF3-201	protein_coding
ENST00000381120	ENSG00000122033	MTIF3	protein_coding	MTIF3-202	protein_coding
ENST00000461838	ENSG00000122033	MTIF3	protein_coding	MTIF3-205	protein_coding_CDS_not_defined
ENST00000460973	ENSG00000122033	MTIF3	protein_coding	MTIF3-204	protein_coding_CDS_not_defined
ENST00000471771	ENSG00000122033	MTIF3	protein_coding	MTIF3-207	protein_coding_CDS_not_defined
ENST00000493719	ENSG00000122033	MTIF3	protein_coding	MTIF3-212	protein_coding_CDS_not_defined
ENST00000485650	ENSG00000122033	MTIF3	protein_coding	MTIF3-210	protein_coding_CDS_not_defined
ENST00000485959	ENSG00000122033	MTIF3	protein_coding	MTIF3-211	protein_coding_CDS_not_defined
ENST00000484342	ENSG00000122033	MTIF3	protein_coding	MTIF3-209	protein_coding_CDS_not_defined
ENST00000483903	ENSG00000122033	MTIF3	protein_coding	MTIF3-208	protein_coding_CDS_not_defined
ENST00000464753	ENSG00000122033	MTIF3	protein_coding	MTIF3-206	protein_coding_CDS_not_defined
ENST00000405591	ENSG00000122033	MTIF3	protein_coding	MTIF3-203	protein_coding
ENST00000612955	ENSG00000132938	MTUS2	protein_coding	MTUS2-206	protein_coding
ENST00000255289	ENSG00000132938	MTUS2	protein_coding	MTUS2-201	protein_coding_CDS_not_defined
ENST00000380808	ENSG00000132938	MTUS2	protein_coding	MTUS2-202	protein_coding
ENST00000400542	ENSG00000132938	MTUS2	protein_coding	MTUS2-203	protein_coding_CDS_not_defined
ENST00000467990	ENSG00000132938	MTUS2	protein_coding	MTUS2-204	retained_intron
ENST00000542829	ENSG00000132938	MTUS2	protein_coding	MTUS2-205	protein_coding
ENST00000381801	ENSG00000139505	MTMR6	protein_coding	MTMR6-201	protein_coding
ENST00000482345	ENSG00000139505	MTMR6	protein_coding	MTMR6-202	protein_coding
ENST00000435036	ENSG00000182979	MTA1	protein_coding	MTA1-207	protein_coding
ENST00000331320	ENSG00000182979	MTA1	protein_coding	MTA1-201	protein_coding
ENST00000406191	ENSG00000182979	MTA1	protein_coding	MTA1-203	protein_coding
ENST00000405646	ENSG00000182979	MTA1	protein_coding	MTA1-202	protein_coding
ENST00000438610	ENSG00000182979	MTA1	protein_coding	MTA1-208	nonsense_mediated_decay
ENST00000551236	ENSG00000182979	MTA1	protein_coding	MTA1-219	nonsense_mediated_decay
ENST00000481012	ENSG00000182979	MTA1	protein_coding	MTA1-210	retained_intron
ENST00000424723	ENSG00000182979	MTA1	protein_coding	MTA1-204	nonsense_mediated_decay
ENST00000494026	ENSG00000182979	MTA1	protein_coding	MTA1-214	retained_intron
ENST00000498644	ENSG00000182979	MTA1	protein_coding	MTA1-216	retained_intron
ENST00000434050	ENSG00000182979	MTA1	protein_coding	MTA1-206	protein_coding
ENST00000490198	ENSG00000182979	MTA1	protein_coding	MTA1-213	retained_intron
ENST00000550551	ENSG00000182979	MTA1	protein_coding	MTA1-217	protein_coding_CDS_not_defined
ENST00000550808	ENSG00000182979	MTA1	protein_coding	MTA1-218	retained_intron
ENST00000469140	ENSG00000182979	MTA1	protein_coding	MTA1-209	retained_intron
ENST00000552286	ENSG00000182979	MTA1	protein_coding	MTA1-220	retained_intron
ENST00000426567	ENSG00000182979	MTA1	protein_coding	MTA1-205	retained_intron
ENST00000481206	ENSG00000182979	MTA1	protein_coding	MTA1-211	retained_intron
ENST00000494981	ENSG00000182979	MTA1	protein_coding	MTA1-215	protein_coding_CDS_not_defined
ENST00000481635	ENSG00000182979	MTA1	protein_coding	MTA1-212	retained_intron
ENST00000545908	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-201	protein_coding
ENST00000555858	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-211	retained_intron
ENST00000697166	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-223	retained_intron
ENST00000697167	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-224	nonsense_mediated_decay
ENST00000697168	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-225	protein_coding
ENST00000697169	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-226	nonsense_mediated_decay
ENST00000697170	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-227	retained_intron
ENST00000697171	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-228	nonsense_mediated_decay
ENST00000554739	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-207	protein_coding
ENST00000554768	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-208	protein_coding
ENST00000555709	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-210	nonsense_mediated_decay
ENST00000555252	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-209	retained_intron
ENST00000652179	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-219	nonsense_mediated_decay
ENST00000697172	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-229	retained_intron
ENST00000650853	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-216	retained_intron
ENST00000652337	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-220	protein_coding
ENST00000557370	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-214	protein_coding
ENST00000697173	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-230	protein_coding
ENST00000651537	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-217	nonsense_mediated_decay
ENST00000697174	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-231	protein_coding
ENST00000697175	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-232	nonsense_mediated_decay
ENST00000557539	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-215	protein_coding
ENST00000697176	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-233	nonsense_mediated_decay
ENST00000652503	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-221	protein_coding_CDS_not_defined
ENST00000554057	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-204	protein_coding_CDS_not_defined
ENST00000553391	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-202	protein_coding_CDS_not_defined
ENST00000652509	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-222	protein_coding
ENST00000554677	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-206	retained_intron
ENST00000697177	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-234	retained_intron
ENST00000556771	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-213	retained_intron
ENST00000553405	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-203	retained_intron
ENST00000651891	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-218	protein_coding_CDS_not_defined
ENST00000556284	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-212	protein_coding_CDS_not_defined
ENST00000554353	ENSG00000100714	MTHFD1	protein_coding	MTHFD1-205	retained_intron
ENST00000560261	ENSG00000136371	MTHFS	protein_coding	MTHFS-203	nonsense_mediated_decay
ENST00000258874	ENSG00000136371	MTHFS	protein_coding	MTHFS-201	protein_coding
ENST00000559722	ENSG00000136371	MTHFS	protein_coding	MTHFS-202	protein_coding
ENST00000560919	ENSG00000136371	MTHFS	protein_coding	MTHFS-204	nonsense_mediated_decay
ENST00000220058	ENSG00000103707	MTFMT	protein_coding	MTFMT-201	protein_coding
ENST00000558460	ENSG00000103707	MTFMT	protein_coding	MTFMT-203	nonsense_mediated_decay
ENST00000560717	ENSG00000103707	MTFMT	protein_coding	MTFMT-206	nonsense_mediated_decay
ENST00000543678	ENSG00000103707	MTFMT	protein_coding	MTFMT-202	nonsense_mediated_decay
ENST00000558614	ENSG00000103707	MTFMT	protein_coding	MTFMT-204	retained_intron
ENST00000561025	ENSG00000103707	MTFMT	protein_coding	MTFMT-207	protein_coding_CDS_not_defined
ENST00000559633	ENSG00000103707	MTFMT	protein_coding	MTFMT-205	retained_intron
ENST00000435680	ENSG00000166912	MTMR10	protein_coding	MTMR10-201	protein_coding
ENST00000568604	ENSG00000166912	MTMR10	protein_coding	MTMR10-209	nonsense_mediated_decay
ENST00000566338	ENSG00000166912	MTMR10	protein_coding	MTMR10-205	retained_intron
ENST00000568547	ENSG00000166912	MTMR10	protein_coding	MTMR10-208	nonsense_mediated_decay
ENST00000567567	ENSG00000166912	MTMR10	protein_coding	MTMR10-207	nonsense_mediated_decay
ENST00000563714	ENSG00000166912	MTMR10	protein_coding	MTMR10-202	protein_coding
ENST00000566981	ENSG00000166912	MTMR10	protein_coding	MTMR10-206	protein_coding
ENST00000565728	ENSG00000166912	MTMR10	protein_coding	MTMR10-204	retained_intron
ENST00000568611	ENSG00000166912	MTMR10	protein_coding	MTMR10-210	retained_intron
ENST00000564787	ENSG00000166912	MTMR10	protein_coding	MTMR10-203	nonsense_mediated_decay
ENST00000360900	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-201	protein_coding
ENST00000625049	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-219	TEC
ENST00000546093	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-204	protein_coding
ENST00000634347	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-220	protein_coding
ENST00000543303	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-203	protein_coding
ENST00000381214	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-202	protein_coding
ENST00000566050	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-213	nonsense_mediated_decay
ENST00000567539	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-215	nonsense_mediated_decay
ENST00000562096	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-208	retained_intron
ENST00000562940	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-209	protein_coding
ENST00000566469	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-214	protein_coding
ENST00000569000	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-218	protein_coding
ENST00000568798	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-217	nonsense_mediated_decay
ENST00000562994	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-210	protein_coding
ENST00000561522	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-205	protein_coding
ENST00000564364	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-211	protein_coding
ENST00000568037	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-216	protein_coding
ENST00000561989	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-207	protein_coding
ENST00000565482	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-212	protein_coding
ENST00000561848	ENSG00000103248	MTHFSD	protein_coding	MTHFSD-206	protein_coding_CDS_not_defined
ENST00000219162	ENSG00000102891	MT4	protein_coding	MT4-201	protein_coding
ENST00000563985	ENSG00000125148	MT2A	protein_coding	MT2A-204	protein_coding_CDS_not_defined
ENST00000245185	ENSG00000125148	MT2A	protein_coding	MT2A-201	protein_coding
ENST00000562017	ENSG00000125148	MT2A	protein_coding	MT2A-203	retained_intron
ENST00000561491	ENSG00000125148	MT2A	protein_coding	MT2A-202	protein_coding
ENST00000567300	ENSG00000125148	MT2A	protein_coding	MT2A-205	protein_coding_CDS_not_defined
ENST00000306061	ENSG00000169715	MT1E	protein_coding	MT1E-201	protein_coding
ENST00000330439	ENSG00000169715	MT1E	protein_coding	MT1E-202	protein_coding
ENST00000568293	ENSG00000169715	MT1E	protein_coding	MT1E-203	protein_coding
ENST00000379818	ENSG00000205364	MT1M	protein_coding	MT1M-201	protein_coding
ENST00000570233	ENSG00000205364	MT1M	protein_coding	MT1M-202	protein_coding
ENST00000290705	ENSG00000205362	MT1A	protein_coding	MT1A-201	protein_coding
ENST00000334346	ENSG00000169688	MT1B	protein_coding	MT1B-201	protein_coding
ENST00000562399	ENSG00000169688	MT1B	protein_coding	MT1B-202	protein_coding
ENST00000564295	ENSG00000198417	MT1F	protein_coding	MT1F-202	retained_intron
ENST00000334350	ENSG00000198417	MT1F	protein_coding	MT1F-201	protein_coding
ENST00000568475	ENSG00000198417	MT1F	protein_coding	MT1F-204	protein_coding
ENST00000567672	ENSG00000198417	MT1F	protein_coding	MT1F-203	protein_coding_CDS_not_defined
ENST00000562939	ENSG00000187193	MT1X	protein_coding	MT1X-202	protein_coding
ENST00000394485	ENSG00000187193	MT1X	protein_coding	MT1X-201	protein_coding
ENST00000568370	ENSG00000187193	MT1X	protein_coding	MT1X-204	retained_intron
ENST00000564974	ENSG00000187193	MT1X	protein_coding	MT1X-203	nonsense_mediated_decay
ENST00000332374	ENSG00000205358	MT1H	protein_coding	MT1H-201	protein_coding
ENST00000569155	ENSG00000205358	MT1H	protein_coding	MT1H-202	protein_coding
ENST00000561640	ENSG00000087250	MT3	protein_coding	MT3-202	protein_coding
ENST00000565838	ENSG00000087250	MT3	protein_coding	MT3-203	protein_coding
ENST00000200691	ENSG00000087250	MT3	protein_coding	MT3-201	protein_coding
ENST00000566451	ENSG00000087250	MT3	protein_coding	MT3-204	retained_intron
ENST00000570176	ENSG00000087250	MT3	protein_coding	MT3-206	protein_coding
ENST00000566576	ENSG00000087250	MT3	protein_coding	MT3-205	protein_coding_CDS_not_defined
ENST00000379811	ENSG00000125144	MT1G	protein_coding	MT1G-201	protein_coding
ENST00000444837	ENSG00000125144	MT1G	protein_coding	MT1G-202	protein_coding
ENST00000569500	ENSG00000125144	MT1G	protein_coding	MT1G-204	protein_coding
ENST00000568675	ENSG00000125144	MT1G	protein_coding	MT1G-203	retained_intron
ENST00000338779	ENSG00000132613	MTSS2	protein_coding	MTSS2-201	protein_coding
ENST00000562883	ENSG00000132613	MTSS2	protein_coding	MTSS2-202	protein_coding
ENST00000576338	ENSG00000132613	MTSS2	protein_coding	MTSS2-203	protein_coding
ENST00000579925	ENSG00000108389	MTMR4	protein_coding	MTMR4-204	protein_coding
ENST00000682306	ENSG00000108389	MTMR4	protein_coding	MTMR4-210	protein_coding
ENST00000323456	ENSG00000108389	MTMR4	protein_coding	MTMR4-201	protein_coding
ENST00000578259	ENSG00000108389	MTMR4	protein_coding	MTMR4-202	retained_intron
ENST00000580983	ENSG00000108389	MTMR4	protein_coding	MTMR4-205	retained_intron
ENST00000582663	ENSG00000108389	MTMR4	protein_coding	MTMR4-207	nonsense_mediated_decay
ENST00000583966	ENSG00000108389	MTMR4	protein_coding	MTMR4-209	retained_intron
ENST00000582390	ENSG00000108389	MTMR4	protein_coding	MTMR4-206	nonsense_mediated_decay
ENST00000579921	ENSG00000108389	MTMR4	protein_coding	MTMR4-203	protein_coding
ENST00000583243	ENSG00000108389	MTMR4	protein_coding	MTMR4-208	protein_coding_CDS_not_defined
ENST00000306329	ENSG00000168502	MTCL1	protein_coding	MTCL1-201	protein_coding
ENST00000695635	ENSG00000168502	MTCL1	protein_coding	MTCL1-216	protein_coding
ENST00000695636	ENSG00000168502	MTCL1	protein_coding	MTCL1-217	protein_coding
ENST00000517570	ENSG00000168502	MTCL1	protein_coding	MTCL1-204	protein_coding
ENST00000359865	ENSG00000168502	MTCL1	protein_coding	MTCL1-202	protein_coding
ENST00000522146	ENSG00000168502	MTCL1	protein_coding	MTCL1-211	retained_intron
ENST00000523122	ENSG00000168502	MTCL1	protein_coding	MTCL1-213	protein_coding
ENST00000520495	ENSG00000168502	MTCL1	protein_coding	MTCL1-208	nonsense_mediated_decay
ENST00000523811	ENSG00000168502	MTCL1	protein_coding	MTCL1-214	protein_coding_CDS_not_defined
ENST00000517554	ENSG00000168502	MTCL1	protein_coding	MTCL1-203	retained_intron
ENST00000521018	ENSG00000168502	MTCL1	protein_coding	MTCL1-210	protein_coding_CDS_not_defined
ENST00000518815	ENSG00000168502	MTCL1	protein_coding	MTCL1-206	protein_coding_CDS_not_defined
ENST00000522592	ENSG00000168502	MTCL1	protein_coding	MTCL1-212	protein_coding_CDS_not_defined
ENST00000518226	ENSG00000168502	MTCL1	protein_coding	MTCL1-205	protein_coding_CDS_not_defined
ENST00000519823	ENSG00000168502	MTCL1	protein_coding	MTCL1-207	protein_coding_CDS_not_defined
ENST00000520926	ENSG00000168502	MTCL1	protein_coding	MTCL1-209	retained_intron
ENST00000581670	ENSG00000168502	MTCL1	protein_coding	MTCL1-215	protein_coding_CDS_not_defined
ENST00000466933	ENSG00000101181	MTG2	protein_coding	MTG2-205	protein_coding_CDS_not_defined
ENST00000471352	ENSG00000101181	MTG2	protein_coding	MTG2-207	protein_coding_CDS_not_defined
ENST00000467101	ENSG00000101181	MTG2	protein_coding	MTG2-206	nonsense_mediated_decay
ENST00000370823	ENSG00000101181	MTG2	protein_coding	MTG2-201	protein_coding
ENST00000448254	ENSG00000101181	MTG2	protein_coding	MTG2-202	protein_coding
ENST00000472005	ENSG00000101181	MTG2	protein_coding	MTG2-209	protein_coding_CDS_not_defined
