Position	Coverage
8656	292583
8657	291433
8658	286609
8659	288073
8660	270885
8661	276260
8662	284691
8663	297133
8664	298049
8665	300754
8666	307098
8667	311425
8668	301363
8669	308274
8670	299025
8671	302058
8672	306705
8673	320943
8674	312877
8675	306825
8676	311396
8677	312565
8678	313358
8679	300994
8680	303952
8681	304882
8682	304918
8683	287467
8684	276628
8685	278721
8686	289081
8687	300995
8688	309227
8689	313891
8690	305552
8691	306793
8692	316312
8693	326467
8694	327913
8695	325771
8696	315896
8697	319270
8698	319797
8699	333127
8700	327913
8701	313441
8702	310720
8703	320661
8704	337819
8705	341190
8706	335904
8707	332841
8708	332144
8709	338939
8710	337684
8711	336133
8712	335971
8713	327515
8714	333567
8715	339176
8716	355888
8717	352127
8718	337905
8719	313222
8720	308139
8721	310035
8722	324724
8723	326433
8724	321411
8725	318793
8726	317113
8727	334774
8728	342665
8729	343834
8730	338475
8731	331066
8732	340127
8733	336321
8734	349418
8735	351697
8736	361885
8737	359952
8738	352382
8739	341083
8740	343091
8741	345785
8742	345560
8743	339586
8744	334653
8745	341140
8746	329962
8747	325753
8748	326470
8749	340135
8750	351521
8751	342659
8752	340034
8753	333607
8754	343177
8755	349208
8756	361404
8757	364511
8758	367956
8759	369530
8760	365360
8761	362135
8762	359742
8763	347320
8764	332041
8765	330553
8766	335686
8767	351417
8768	349408
8769	347254
8770	343223
8771	350114
8772	354285
8773	348707
8774	337105
8775	333458
8776	342846
8777	339280
8778	345051
8779	347428
8780	358535
8781	359874
8782	341169
8783	333066
8784	331851
8785	342224
8786	349479
8787	354086
8788	358160
8789	356891
8790	351578
8791	344995
8792	344399
8793	356057
8794	361975
8795	361514
8796	366551
8797	367130
8798	372648
8799	370274
8800	375808
8801	378774
8802	379585
8803	376107
8804	368033
8805	358582
8806	352126
8807	361728
8808	358463
8809	352637
8810	349946
8811	356275
8812	359488
8813	349605
8814	348964
8815	355610
8816	367392
8817	364080
8818	362879
8819	372248
8820	382114
8821	370599
8822	376078
8823	381732
8824	395552
8825	393410
8826	386922
8827	372905
8828	361452
8829	360032
8830	373145
8831	382521
8832	381329
8833	364871
8834	361887
8835	367166
8836	376159
8837	378367
8838	362764
8839	357081
8840	352996
8841	360005
8842	365345
8843	359043
8844	356127
8845	351893
8846	350417
8847	362344
8848	377909
8849	388254
8850	385432
8851	380093
8852	369667
8853	362995
8854	355541
8855	359473
8856	352095
8857	350698
8858	344780
8859	339595
8860	346234
8861	361126
8862	369915
8863	377549
8864	376711
8865	376410
8866	375993
8867	381199
8868	385634
8869	388935
8870	390269
8871	384909
8872	371812
8873	361476
8874	358886
8875	371069
8876	378763
8877	380217
8878	371288
8879	363118
8880	362707
8881	369243
8882	384824
8883	390707
8884	398164
8885	389525
8886	388966
8887	393576
8888	404595
8889	413993
8890	414388
8891	415567
8892	415232
8893	410786
8894	412749
8895	403370
8896	390797
8897	379572
8898	378984
8899	394513
8900	409023
8901	400350
8902	386321
8903	381001
8904	387332
8905	388086
8906	391386
8907	394905
8908	406719
8909	408767
8910	411036
8911	415073
8912	419193
8913	403488
8914	396489
8915	396493
8916	409123
8917	413052
8918	414788
8919	405436
8920	384187
8921	382386
8922	385496
8923	404592
8924	402689
8925	401847
8926	407558
8927	412247
8928	415187
8929	419514
8930	406746
8931	397584
8932	376773
8933	374150
8934	375721
8935	389924
8936	406508
8937	409491
8938	407013
8939	391000
8940	386807
8941	382441
8942	388524
8943	395960
8944	401222
8945	394228
8946	385805
8947	389925
8948	395924
8949	394236
8950	391156
8951	394476
8952	406521
8953	405851
8954	406343
8955	406071
8956	405957
8957	397257
8958	395503
8959	391698
8960	395520
8961	388218
8962	376706
8963	375631
8964	384797
8965	395266
8966	395311
8967	393713
8968	351264
8969	339452
8970	335097
8971	365565
8972	380711
8973	384968
8974	383749
8975	385460
8976	392405
8977	392391
8978	394737
8979	391983
8980	391310
8981	382135
8982	368075
8983	365992
8984	370237
8985	381730
8986	380581
8987	378117
8988	363319
8989	346576
8990	333309
8991	341742
8992	354096
8993	363949
8994	351678
8995	341628
8996	342487
8997	356472
8998	366853
8999	359531
9000	360391
9001	349367
9002	347370
9003	344084
9004	354048
9005	349883
9006	331802
9007	324013
9008	332610
9009	340424
9010	339624
9011	338091
9012	350496
9013	357176
9014	354244
9015	353683
9016	358099
9017	360863
9018	357447
9019	349812
9020	349988
9021	346618
9022	348784
9023	345162
9024	342029
9025	323881
9026	312038
9027	313204
9028	310884
9029	318371
9030	314513
9031	332153
9032	334682
9033	335695
9034	334135
9035	336109
9036	340179
9037	339145
9038	330188
9039	325610
9040	312229
9041	306613
9042	298842
9043	304871
9044	315108
9045	325850
9046	323777
9047	327330
9048	328529
9049	324933
9050	320542
9051	301900
9052	301456
9053	297821
9054	314205
9055	308465
9056	308495
9057	303127
9058	307045
9059	293009
9060	287460
9061	295336
9062	312860
9063	311657
9064	306631
9065	300696
9066	312524
9067	315574
9068	315412
9069	315198
9070	307342
9071	310550
9072	303753
9073	289466
9074	279047
9075	275639
9076	294093
9077	303915
9078	304783
9079	288732
9080	270671
9081	258232
9082	263470
9083	273943
9084	265891
9085	248128
9086	240440
9087	244784
9088	254623
9089	264452
9090	260406
9091	267228
9092	253141
9093	245363
9094	248182
9095	255681
9096	266214
9097	264224
9098	255951
9099	255334
9100	251860
9101	245374
9102	246371
9103	245065
9104	251771
9105	245101
9106	241334
9107	239314
9108	238466
9109	240685
9110	239441
9111	229234
9112	230813
9113	230851
9114	242713
9115	240859
9116	238854
9117	227413
9118	228555
9119	224474
9120	226734
9121	218190
9122	215118
9123	218382
9124	208359
9125	213605
9126	214838
9127	223781
9128	203264
9129	194934
9130	197010
9131	214584
9132	224374
9133	219335
9134	212597
9135	210967
9136	208421
9137	205069
9138	201744
9139	194667
9140	193197
9141	187391
9142	191832
9143	185251
9144	188450
9145	180368
9146	176448
9147	181945
9148	198090
9149	205871
9150	198563
9151	195487
9152	176026
9153	181025
9154	182383
9155	203236
9156	184914
9157	160714
9158	153039
9159	166124
9160	174655
9161	178509
9162	173275
9163	175276
9164	176866
9165	181186
9166	183304
9167	183578
9168	182010
9169	180224
9170	173259
9171	169397
9172	171238
9173	173920
9174	171376
9175	172279
9176	174169
9177	180025
9178	179227
9179	177859
9180	182428
9181	172892
9182	159215
9183	151580
9184	151945
9185	155496
9186	163072
9187	160264
9188	158255
9189	150411
9190	154539
9191	157833
9192	161421
9193	151850
9194	149419
9195	142461
9196	138084
9197	138777
9198	133208
9199	132570
9200	126330
9201	108050
9202	106727
9203	92758
9204	91332
9205	91360
9206	89656
9207	89894
9208	87617
9209	85834
9210	83357
9211	82118
9212	85653
9213	88412
9214	90570
9215	90753
9216	96078
9217	108406
9218	117377
9219	117481
9220	132836
9221	133803
9222	146729
9223	148823
9224	156211
9225	159842
9226	158066
9227	167213
9228	174324
9229	181349
9230	178559
9231	182599
9232	187895
9233	193068
9234	194236
9235	196378
9236	193570
9237	214951
9238	215583
9239	221044
9240	215475
9241	211189
9242	211190
9243	218240
9244	223912
9245	230848
9246	231988
9247	226257
9248	224720
9249	229826
9250	234633
9251	236753
9252	237335
9253	230711
9254	230389
9255	230806
9256	242262
9257	246763
9258	254575
9259	260707
9260	262254
9261	258600
9262	260342
9263	259259
9264	255787
9265	245397
9266	238909
9267	240926
9268	249875
9269	262499
9270	268259
9271	270354
9272	274759
9273	277173
9274	277126
9275	268770
9276	257491
9277	256254
9278	259142
9279	271957
9280	273125
9281	275244
9282	276673
9283	284645
9284	283963
9285	278978
9286	276126
9287	263262
9288	261313
9289	263392
9290	287343
9291	291336
9292	296907
9293	293660
9294	288868
9295	281430
9296	282643
9297	291100
9298	301187
9299	298958
9300	291253
9301	291227
9302	294867
9303	307947
9304	313985
9305	321488
9306	320432
9307	317840
9308	321864
9309	327955
9310	340567
9311	343682
9312	346984
9313	343043
9314	349833
9315	351850
9316	350600
9317	349303
9318	347170
9319	350070
9320	352346
9321	349120
9322	352262
9323	351323
9324	356604
9325	357329
9326	350582
9327	348479
9328	350792
9329	360629
9330	362456
9331	366758
9332	377311
9333	381176
9334	389519
9335	392393
9336	388020
9337	389298
9338	388817
9339	393959
9340	395331
9341	385330
9342	368679
9343	350494
9344	355199
9345	372608
9346	397808
9347	401943
9348	404602
9349	405884
9350	398878
9351	390765
9352	393317
9353	411760
9354	417187
9355	417556
9356	416684
9357	421876
9358	426913
9359	424227
9360	428367
9361	431418
9362	427279
9363	419213
9364	419680
9365	430350
9366	431037
9367	433139
9368	429989
9369	428635
9370	418180
9371	416624
9372	429971
9373	432461
9374	428255
9375	420857
9376	422510
9377	423385
9378	425390
9379	406594
9380	405292
9381	400551
9382	417774
9383	425703
9384	429778
9385	435917
9386	434599
9387	444460
9388	447548
9389	442916
9390	441960
9391	443374
9392	443418
9393	451033
9394	451577
9395	452496
9396	451576
9397	445009
9398	443592
9399	434049
9400	442185
9401	456552
9402	470924
9403	478022
9404	475550
9405	473194
9406	472487
9407	474083
9408	481697
9409	478280
9410	466993
9411	427751
9412	422791
9413	433481
9414	448237
9415	463205
9416	471458
9417	495305
9418	503733
9419	503571
9420	506547
9421	498006
9422	488224
9423	482651
9424	483307
9425	486967
9426	487716
9427	501456
9428	504142
9429	501990
9430	482866
9431	490755
9432	505407
9433	523053
9434	517707
9435	506321
9436	502324
9437	497690
9438	457286
9439	446541
9440	438947
9441	476181
9442	499365
9443	517336
9444	513649
9445	513119
9446	518657
9447	519017
9448	523063
9449	520529
9450	506490
9451	502235
9452	479041
9453	496000
9454	512634
9455	510567
9456	511696
9457	485224
9458	485615
9459	496020
9460	519630
9461	540069
9462	536994
9463	549959
9464	547305
9465	543034
9466	540760
9467	524801
9468	509666
9469	489705
9470	497692
9471	504772
9472	519133
9473	512122
9474	514927
9475	506531
9476	502263
9477	484880
9478	504682
9479	521067
9480	528646
9481	533992
9482	540950
9483	547129
9484	534075
9485	531960
9486	530266
9487	535051
9488	516427
9489	508176
9490	505146
9491	509135
9492	494776
9493	494116
9494	502567
9495	522201
9496	530306
9497	539996
9498	548078
9499	545236
9500	549933
9501	546844
9502	518785
9503	496745
9504	482533
9505	496178
9506	513862
9507	535807
9508	549828
9509	555360
9510	547388
9511	540735
9512	532935
9513	531104
9514	528662
9515	529754
9516	517396
9517	523192
9518	513060
9519	510228
9520	490998
9521	484206
9522	507259
9523	521183
9524	514133
9525	493050
9526	493188
9527	503353
9528	515951
9529	519275
9530	498651
9531	489910
9532	460484
9533	460745
9534	458382
9535	454012
9536	466775
9537	472891
9538	491283
9539	476606
9540	480064
9541	502484
9542	511306
9543	503405
9544	470370
9545	460464
9546	462383
9547	477832
9548	487566
9549	479578
9550	491811
9551	500673
9552	513812
9553	492008
9554	478848
9555	471920
9556	487077
9557	492771
9558	505970
9559	496780
9560	486255
9561	485046
9562	503654
9563	513939
9564	493600
9565	489725
9566	491399
9567	495745
9568	494241
9569	489678
9570	489664
9571	478060
9572	469465
9573	475679
9574	461756
9575	475629
9576	477991
9577	502385
9578	509925
9579	496593
9580	489153
9581	466301
9582	451779
9583	445297
9584	461000
9585	477828
9586	505833
9587	492425
9588	480989
9589	482068
9590	496646
9591	493462
9592	474170
9593	472428
9594	487921
9595	487145
9596	501108
9597	495584
9598	490493
9599	494110
9600	496844
9601	517518
9602	525750
9603	510448
9604	502725
9605	496110
9606	500603
9607	493535
9608	488900
9609	461078
9610	456951
9611	444572
9612	468465
9613	478676
9614	491937
9615	496373
9616	492354
9617	488302
9618	487069
9619	486873
9620	474935
9621	471749
9622	463509
9623	471489
9624	469362
9625	480312
9626	480538
9627	486904
9628	479489
9629	478265
9630	488668
9631	492375
9632	500650
9633	503462
9634	512549
9635	512798
9636	510291
9637	501008
9638	501438
9639	495531
9640	490564
9641	499917
9642	507625
9643	509322
9644	491997
9645	486981
9646	478681
9647	491428
9648	492217
9649	491209
9650	481320
9651	477648
9652	490961
9653	497353
9654	482438
9655	475198
9656	455118
9657	471404
9658	480083
9659	502192
9660	500288
9661	506996
9662	502015
9663	500842
9664	496690
9665	503664
9666	489609
9667	481237
9668	482115
9669	472022
9670	458773
9671	443614
9672	448533
9673	462583
9674	472259
9675	469153
9676	444908
9677	442062
9678	455104
9679	496543
9680	502440
9681	498336
9682	496657
9683	495437
9684	491879
9685	486790
9686	481432
9687	478143
9688	476411
9689	457937
9690	434157
9691	422904
9692	424244
9693	431816
9694	423263
9695	418285
9696	412432
9697	425613
9698	441686
9699	444877
9700	445788
9701	440448
9702	439263
9703	440086
9704	442545
9705	447850
9706	445887
9707	451530
9708	455383
9709	449803
9710	436821
9711	424365
9712	424773
9713	407579
9714	390862
9715	374163
9716	384362
9717	397653
9718	403821
9719	421168
9720	422134
9721	444200
9722	441819
9723	446782
9724	450226
9725	436836
9726	424923
9727	402050
9728	403491
9729	407411
9730	417266
9731	419207
9732	423765
9733	420736
9734	425995
9735	420234
9736	423526
9737	404343
9738	379385
9739	365595
9740	361900
9741	372711
9742	384741
9743	386175
9744	390624
9745	383037
9746	391545
9747	383840
9748	385757
9749	387331
9750	393803
9751	395604
9752	392354
9753	392338
9754	387339
9755	372302
9756	371951
9757	374086
9758	382332
9759	372820
9760	373778
9761	379329
9762	393609
9763	397478
9764	389549
9765	378203
9766	374536
9767	374104
9768	383778
9769	388801
9770	391407
9771	376910
9772	372073
9773	369572
9774	366097
9775	368145
9776	358568
9777	356311
9778	358763
9779	354473
9780	364592
9781	353634
9782	363505
9783	350536
9784	360562
9785	353248
9786	348337
9787	344508
9788	313257
9789	326128
9790	332104
9791	345024
9792	342923
9793	339068
9794	353394
9795	359373
9796	369426
9797	368788
9798	371479
9799	372098
9800	361130
9801	360304
9802	350996
9803	343725
9804	324120
9805	329840
9806	310027
9807	325024
9808	322663
9809	354536
9810	333546
9811	322358
9812	316038
9813	318075
9814	312124
9815	322068
9816	322791
9817	334916
9818	326062
9819	326461
9820	307651
9821	304242
9822	303284
9823	315670
9824	319759
9825	315941
9826	315046
9827	302927
9828	295957
9829	296465
9830	294602
9831	290592
9832	293701
9833	300823
9834	310763
9835	317993
9836	322774
9837	303592
9838	290679
9839	272597
9840	286894
9841	295731
9842	297072
9843	292010
9844	286151
9845	302288
9846	307580
9847	293726
9848	283964
9849	277450
9850	286703
9851	289884
9852	279304
9853	284154
9854	282156
9855	295339
9856	276584
9857	285976
9858	271891
9859	271793
9860	268146
9861	273639
9862	282671
9863	277346
9864	276152
9865	262348
9866	257404
9867	242360
9868	239340
9869	236136
9870	233629
9871	240275
9872	236328
9873	236594
9874	247077
9875	259038
9876	259052
9877	249980
9878	252687
9879	250356
9880	255727
9881	249770
9882	241565
9883	232783
9884	233611
9885	241279
9886	258708
9887	248344
9888	243581
9889	235507
9890	233438
9891	215590
9892	214382
9893	217166
9894	235142
9895	228091
9896	213845
9897	200617
9898	205612
9899	201999
9900	196150
9901	183121
9902	184308
9903	190332
9904	210687
9905	207471
9906	194460
9907	188188
9908	185657
9909	184555
9910	185179
9911	182186
9912	194424
9913	195834
9914	177684
9915	173825
9916	174588
9917	160984
9918	160137
9919	154514
9920	183391
9921	176862
9922	164957
9923	164420
9924	172987
9925	180716
9926	180396
9927	176480
9928	170326
9929	169533
9930	172560
9931	170554
9932	159517
9933	135129
9934	136845
9935	135654
9936	145882
9937	148122
9938	149732
9939	150914
9940	149024
9941	147144
9942	139059
9943	138432
9944	138551
9945	138760
9946	135381
9947	129804
9948	123223
9949	118040
9950	120658
9951	121744
9952	121695
9953	116224
9954	114417
9955	113618
9956	118571
9957	117931
9958	118823
9959	111930
9960	111657
9961	110100
9962	116734
9963	115090
9964	117739
9965	112590
9966	108748
9967	103546
9968	102879
9969	100512
9970	102456
9971	103896
9972	109083
9973	104183
9974	105415
9975	105219
9976	110573
9977	110318
9978	106268
9979	103030
9980	102167
9981	101459
9982	98238
9983	95032
9984	72829
9985	54590
9986	23374
9987	21105
9988	18148
9989	18768
9990	18587
9991	18165
9992	17909
9993	17749
9994	18140
9995	18179
9996	18755
9997	18761
9998	18733
9999	18146
10000	18028
10001	17904
10002	18422
10003	18589
10004	18838
10005	18718
10006	18589
10007	18514
10008	18250
10009	18908
10010	18399
10011	18505
10012	18499
10013	19472
10014	19688
10015	20013
10016	20334
10017	20148
10018	19698
10019	19359
10020	19629
10021	19164
10022	19160
10023	19440
10024	20287
10025	20031
10026	19892
10027	20100
10028	19975
10029	19406
10030	19228
10031	19486
10032	19618
10033	19332
10034	19094
10035	19343
10036	19656
10037	19259
10038	18257
10039	17914
10040	17152
10041	17602
10042	17708
10043	17394
10044	17358
10045	17127
10046	16960
10047	17251
10048	17906
10049	18245
10050	18184
10051	18119
10052	18166
10053	17319
10054	17182
10055	16676
10056	17048
10057	17190
10058	17744
10059	17954
10060	17971
10061	17717
10062	17395
10063	16875
10064	16814
10065	17061
10066	17135
10067	16520
10068	15825
10069	15490
10070	17151
10071	18511
10072	20561
10073	21839
10074	23407
10075	29139
10076	31264
10077	34442
10078	37691
10079	38536
10080	39796
10081	41809
10082	48393
10083	50054
10084	51678
10085	56034
10086	56210
10087	56751
10088	57734
10089	57579
10090	58293
10091	59138
10092	61251
10093	63364
10094	65385
10095	65864
10096	66785
10097	65433
10098	63405
10099	64464
10100	69140
10101	72576
10102	74505
10103	73680
10104	74272
10105	74632
10106	75047
10107	76004
10108	76892
10109	79114
10110	79080
10111	80325
10112	83259
10113	83192
10114	83090
10115	83731
10116	86012
10117	87536
10118	88769
10119	87892
10120	88205
10121	89404
10122	91580
10123	92052
10124	93141
10125	91443
10126	84111
10127	82452
10128	84371
10129	92127
10130	93071
10131	95065
10132	97558
10133	98691
10134	99105
10135	98176
10136	98062
10137	100719
10138	103350
10139	104509
10140	101665
10141	101143
10142	101482
10143	98374
10144	97643
10145	99505
10146	106777
10147	109966
10148	110930
10149	109766
10150	113267
10151	109341
10152	115091
10153	114243
10154	115764
10155	113649
10156	111372
10157	111579
10158	112741
10159	114996
10160	115101
10161	115889
10162	114135
10163	114574
10164	116341
10165	118744
10166	120108
10167	120157
10168	119294
10169	115539
10170	111533
10171	110495
10172	108306
10173	111614
10174	112460
10175	115199
10176	112190
10177	111693
10178	114611
10179	118799
10180	117260
10181	116514
10182	105357
10183	106985
10184	106541
10185	119134
10186	122360
10187	124185
10188	122446
10189	119993
10190	118952
10191	117958
10192	119757
10193	120745
10194	123193
10195	124410
10196	116602
10197	114752
10198	114302
10199	122149
10200	118651
10201	116818
10202	113299
10203	114699
10204	114907
10205	118625
10206	123764
10207	124045
10208	124610
10209	125369
10210	127476
10211	128949
10212	126846
10213	127306
10214	124953
10215	125071
10216	124862
10217	125450
10218	124954
10219	124202
10220	123190
10221	125892
10222	124854
10223	128652
10224	126981
10225	126730
10226	125872
10227	124789
10228	125978
10229	120794
10230	118431
10231	116022
10232	112907
10233	108615
10234	107625
10235	110253
10236	111946
10237	111333
10238	111258
10239	109094
10240	107024
10241	108616
10242	112176
10243	111553
10244	112154
10245	113286
10246	115684
10247	114565
10248	114172
10249	113454
10250	120464
10251	120478
10252	123593
10253	122605
10254	121995
10255	125904
10256	123697
10257	127849
10258	129181
10259	131049
10260	129214
10261	126142
10262	126159
10263	124504
10264	126191
10265	122270
10266	116970
10267	109526
10268	110100
10269	114868
10270	114811
10271	114814
10272	115340
10273	122941
10274	127758
10275	128961
10276	124457
10277	119576
10278	111403
10279	108240
10280	107526
10281	113150
10282	118941
10283	117165
10284	115096
10285	115953
10286	124324
10287	122716
10288	122744
10289	114408
10290	109599
10291	101878
10292	102884
10293	108057
10294	116398
10295	122105
10296	122277
10297	122452
10298	119974
10299	117181
10300	118261
10301	118782
10302	115196
10303	114961
10304	116327
10305	117303
10306	102283
10307	96576
10308	99041
10309	106343
10310	102097
10311	99350
10312	99897
10313	105017
10314	107022
10315	109624
10316	115856
10317	115417
10318	116156
10319	111554
10320	110457
10321	110273
10322	115425
10323	115999
10324	109636
10325	107389
10326	105078
10327	107741
10328	107371
10329	97918
10330	89846
10331	81762
10332	86846
10333	90319
10334	97159
10335	98573
10336	105870
10337	105489
10338	105446
10339	105401
10340	103283
10341	101575
10342	98552
10343	99266
10344	98928
10345	98265
10346	97945
10347	97224
10348	90051
10349	85096
10350	85047
10351	92916
10352	93322
10353	82665
10354	75376
10355	74307
10356	79487
10357	86442
10358	94476
10359	88520
10360	86641
10361	80811
10362	84491
10363	83543
10364	84201
10365	78413
10366	72626
10367	74673
10368	78840
10369	84924
10370	82262
10371	84636
10372	80634
10373	81784
10374	78911
10375	78798
10376	73652
10377	72525
10378	71778
10379	75787
10380	75437
10381	77605
10382	79650
10383	79173
10384	79309
10385	74024
10386	69039
10387	67771
10388	68961
10389	74261
10390	75509
10391	74030
10392	71727
10393	68107
10394	67928
10395	67038
10396	69319
10397	66061
10398	62903
10399	44204
10400	42333
10401	40556
10402	37720
10403	25895
10404	14715
10405	14403
10406	14243
10407	14039
10408	14228
10409	14892
10410	15257
10411	15151
10412	15247
10413	14634
10414	14437
10415	14116
10416	14598
10417	14771
10418	14901
10419	14758
10420	14407
10421	14598
10422	14796
10423	15143
10424	14909
10425	14399
10426	14198
10427	14643
10428	15209
10429	15390
10430	14891
10431	15223
10432	15627
10433	16871
10434	17148
10435	17271
10436	17241
10437	16671
10438	16435
10439	16400
10440	17151
10441	17645
10442	17729
10443	18208
10444	18221
10445	18432
10446	18363
10447	18119
10448	18233
10449	18201
10450	18494
10451	18167
10452	17903
10453	17787
10454	18141
10455	18074
10456	18028
10457	17579
10458	17694
10459	17430
10460	17866
10461	17603
10462	17466
10463	17511
10464	17532
10465	17258
10466	16974
10467	17156
10468	17533
10469	17362
10470	17251
10471	16802
10472	16498
10473	15867
10474	16293
10475	17277
10476	18154
10477	19025
10478	19717
10479	21647
10480	27776
10481	28450
10482	29232
10483	29017
10484	33555
10485	35469
10486	42630
10487	48935
10488	48843
10489	52253
10490	55568
10491	60640
10492	62017
10493	63640
10494	64085
10495	64145
10496	62938
10497	74066
10498	76608
10499	76243
10500	78009
10501	80679
10502	90275
10503	94279
10504	97476
10505	98735
10506	97370
10507	95558
10508	97429
10509	100444
10510	104819
10511	109731
10512	109450
10513	111592
10514	110316
10515	112887
10516	113930
10517	116011
10518	116852
10519	118002
10520	116591
10521	112582
10522	112325
10523	114163
10524	119062
10525	121849
10526	121993
10527	129557
10528	130438
10529	129488
10530	129204
10531	129655
10532	134201
10533	136331
10534	136322
10535	134797
10536	132755
10537	132190
10538	136356
10539	139589
10540	143091
10541	142126
10542	141510
10543	139643
10544	139583
10545	143792
10546	146188
10547	149445
10548	148896
10549	149937
10550	149973
10551	148098
10552	149552
10553	150973
10554	151686
10555	151525
10556	150817
10557	152641
10558	153788
10559	154143
10560	154437
10561	155996
10562	155912
10563	154599
10564	149606
10565	150646
10566	152308
10567	158610
10568	157060
10569	154868
10570	155352
10571	156165
10572	151959
10573	153186
10574	155787
10575	163247
10576	166035
10577	167333
10578	168538
10579	169324
10580	168664
10581	170315
10582	171307
10583	172444
10584	170945
10585	166010
10586	164696
10587	166008
10588	169419
10589	172291
10590	171480
10591	172102
10592	174922
10593	175198
10594	177011
10595	178342
10596	178129
10597	178227
10598	174261
10599	172715
10600	174095
10601	177828
10602	180070
10603	180828
10604	180450
10605	183812
10606	183577
10607	185194
10608	184392
10609	184214
10610	179339
10611	177589
10612	177552
10613	184092
10614	186544
10615	189428
10616	189772
10617	184488
10618	184076
10619	184008
10620	188842
10621	189176
10622	191790
10623	189405
10624	190865
10625	190945
10626	192951
10627	192518
10628	191742
10629	191414
10630	193364
10631	195219
10632	192983
10633	192075
10634	183289
10635	177166
10636	176595
10637	184530
10638	185751
10639	184753
10640	181585
10641	184340
10642	185225
10643	186241
10644	189133
10645	183234
10646	177487
10647	175693
10648	181104
10649	182562
10650	182980
10651	180544
10652	177043
10653	173129
10654	173743
10655	177555
10656	183586
10657	179883
10658	178073
10659	181539
10660	184576
10661	179681
10662	175757
10663	168948
10664	175185
10665	176525
10666	184746
10667	147535
10668	144404
10669	143207
10670	173823
10671	175625
10672	174607
10673	181284
10674	184993
10675	185950
10676	182471
10677	182216
10678	183215
10679	179951
10680	183113
10681	186570
10682	187090
10683	185734
10684	186108
10685	185216
10686	179798
10687	180681
10688	180358
10689	183119
10690	179166
10691	183524
10692	190803
10693	196852
10694	190633
10695	185577
10696	182673
10697	189162
10698	195412
10699	184257
10700	185089
10701	185643
10702	203554
10703	198201
10704	192214
10705	189285
10706	191284
10707	195337
10708	200400
10709	199294
10710	198577
10711	193022
10712	202668
10713	195781
10714	199363
10715	200392
10716	204520
10717	204645
10718	200861
10719	203848
10720	206432
10721	209681
10722	212987
10723	213991
10724	207579
10725	167608
10726	165308
10727	165607
10728	203512
10729	212613
10730	210390
10731	202318
10732	197194
10733	200733
10734	203517
10735	205306
10736	199136
10737	200665
10738	200804
10739	204969
10740	203631
10741	205782
10742	206261
10743	200316
10744	191848
10745	189396
10746	194745
10747	202152
10748	208086
10749	182876
10750	176436
10751	172231
10752	191061
10753	196733
10754	200154
10755	195344
10756	180631
10757	181622
10758	180975
10759	194736
10760	198079
10761	186154
10762	179924
10763	181311
10764	188447
10765	197273
10766	193338
10767	191662
10768	186533
10769	191993
10770	194848
10771	197382
10772	194902
10773	188287
10774	185868
10775	182276
10776	174013
10777	167467
10778	165588
10779	172895
10780	180084
10781	180745
10782	178604
10783	181871
10784	184343
10785	185267
10786	188216
10787	190918
10788	188988
10789	188677
10790	188955
10791	187883
10792	181317
10793	179608
10794	178371
10795	171742
10796	165464
10797	164276
10798	167477
10799	170245
10800	168435
10801	169113
10802	167465
10803	168568
10804	173663
10805	173702
10806	167873
10807	162615
10808	159257
10809	164014
10810	168771
10811	158385
10812	158316
10813	160012
10814	172625
10815	172027
10816	169666
10817	166706
10818	164748
10819	162650
10820	161323
10821	161207
10822	165162
10823	165278
10824	169139
10825	167019
10826	167850
10827	169628
10828	172994
10829	170856
10830	165397
10831	161597
10832	161624
10833	163753
10834	168091
10835	168767
10836	169620
10837	166418
10838	165266
10839	165963
10840	160444
10841	155290
10842	153473
10843	155014
10844	155233
10845	147615
10846	149300
10847	151174
10848	160805
10849	159872
10850	150604
10851	142062
10852	138234
10853	146012
10854	158248
10855	164744
10856	161682
10857	162333
10858	163853
10859	165037
10860	164943
10861	163859
10862	153377
10863	146569
10864	143774
10865	150442
10866	151666
10867	151528
10868	150104
10869	143166
10870	135423
10871	129258
10872	134127
10873	137475
10874	141600
10875	139951
10876	140447
10877	140492
10878	142252
10879	147861
10880	146769
10881	149513
10882	152074
10883	152636
10884	153610
10885	149143
10886	144565
10887	135333
10888	135658
10889	139573
10890	147534
10891	146213
10892	143005
10893	141027
10894	143399
10895	142270
10896	143053
10897	143177
10898	141792
10899	141436
10900	140449
10901	138863
10902	134138
10903	130191
10904	133755
10905	141693
10906	146939
10907	146821
10908	148541
10909	149631
10910	140044
10911	132790
10912	133813
10913	137444
10914	140455
10915	136984
10916	134659
10917	133612
10918	128582
10919	132496
10920	133328
10921	132067
10922	126336
10923	124570
10924	130017
10925	135878
10926	139388
10927	142091
10928	134773
10929	131641
10930	130203
10931	129839
10932	130307
10933	117893
10934	106786
10935	104238
10936	101811
10937	111351
10938	112219
10939	116030
10940	120427
10941	123564
10942	123230
10943	123354
10944	122909
10945	119611
10946	115300
10947	112143
10948	114036
10949	112457
10950	111036
10951	111815
10952	111779
10953	113376
10954	113007
10955	114721
10956	120082
10957	123802
10958	122555
10959	121604
10960	119050
10961	122156
10962	122660
10963	124386
10964	118531
10965	117186
10966	116010
10967	115099
10968	112906
10969	116834
10970	114181
10971	108068
10972	103664
10973	107523
10974	111585
10975	111985
10976	112314
10977	111713
10978	110949
10979	101847
10980	102546
10981	103607
10982	106493
10983	112487
10984	116164
10985	117442
10986	116904
10987	116339
